Participant,IT1,IT2,Key,rubric,accuracy,RT
65,w,w,m,1,1,4.427
65,g,h,m,0,0,3.948
65,h,b,n,0,1,5.435
65,l,l,n,1,0,3.531
65,h,s,n,0,1,7.291
65,a,a,m,1,1,3.308
65,c,c,m,1,1,3.807
65,a,w,n,0,1,3.169
65,h,e,n,0,1,4.54
65,e,e,m,1,1,6.491
65,i,f,n,0,1,5.242
65,b,i,n,0,1,4.388
65,b,b,m,1,1,3.207
65,a,f,n,0,1,4.128
65,l,e,n,0,1,3.563
65,b,b,m,1,1,3.978
65,b,b,m,1,1,4.245
65,o,g,n,0,1,5.299
65,p,p,m,1,1,3.19
65,q,n,n,0,1,4.211
65,b,b,n,1,0,5.199
65,x,c,n,0,1,5.143
65,t,i,n,0,1,4.139
65,o,o,m,1,1,4.389
65,y,h,n,0,1,4.422
65,z,x,m,0,0,5.553
65,v,b,n,0,1,4.541
65,k,y,n,0,1,6.602
65,d,d,m,1,1,4.356
65,a,a,m,1,1,2.572
65,u,u,m,1,1,3.832
65,w,w,m,1,1,4.691
65,h,h,m,1,1,3.596
65,a,a,m,1,1,3.267
65,t,u,n,0,1,3.647
65,p,p,m,1,1,4.26
65,o,o,m,1,1,4.5
65,z,z,m,1,1,6.947
65,x,q,n,0,1,5.038
65,z,z,n,1,0,7.669
65,t,j,m,0,0,4.268
65,z,a,n,0,1,4.899
65,z,z,m,1,1,4.667
65,n,n,m,1,1,3.875
65,n,n,m,1,1,4.484
65,q,h,n,0,1,4.93
65,q,f,n,0,1,3.771
65,k,p,n,0,1,3.419
65,v,v,m,1,1,4.571
65,u,a,n,0,1,3.867
65,k,k,m,1,1,4.171
65,o,u,m,0,0,3.875
65,t,t,m,1,1,4.632
65,k,k,m,1,1,4.722
65,t,t,m,1,1,6.326
65,u,j,n,0,1,3.543
65,s,s,m,1,1,6.395
65,l,q,n,0,1,4.245
65,r,k,n,0,1,4.277
65,e,e,m,1,1,4.434
65,g,g,m,1,1,4.908
65,i,o,n,0,1,4.831
65,n,n,m,1,1,3.932
65,h,h,n,1,0,3.867
65,d,k,n,0,1,3.525
65,s,s,n,1,0,4.395
65,v,v,m,1,1,4.115
65,x,x,m,1,1,4.42
65,n,b,n,0,1,4.485
65,n,f,n,0,1,5.534
65,s,a,n,0,1,3.61
65,t,h,n,0,1,4.031
65,w,y,n,0,1,3.899
65,m,w,n,0,1,4.563
65,q,q,m,1,1,4.623
65,t,t,m,1,1,3.257
65,g,g,m,1,1,4.386
65,r,r,m,1,1,3.983
65,e,e,m,1,1,3.638
65,g,g,m,1,1,4.461
65,v,p,n,0,1,4.803
65,l,l,m,1,1,4.188
65,b,z,n,0,1,3.531
65,j,t,n,0,1,7.6
65,v,v,m,1,1,4.333
65,j,j,m,1,1,4.811
65,y,y,m,1,1,4.436
65,y,v,n,0,1,4.524
65,d,w,m,0,0,4.772
65,i,d,n,0,1,3.843
65,o,o,n,1,0,6.886
65,y,i,n,0,1,3.395
65,d,d,m,1,1,3.347
65,u,u,n,1,0,3.696
65,h,l,n,0,1,3.948
65,p,z,n,0,1,6.8
65,t,t,m,1,1,3.845
65,p,r,m,0,0,5.195
65,a,a,m,1,1,3.917
65,q,q,m,1,1,4.411
65,k,k,n,1,0,7.775
65,c,c,m,1,1,2.559
65,y,y,m,1,1,3.527
65,e,a,n,0,1,3.219
65,i,e,n,0,1,3.588
65,j,j,m,1,1,4.048
65,x,x,m,1,1,2.988
65,x,r,m,0,0,4.479
65,a,a,m,1,1,2.511
65,x,h,n,0,1,3.22
65,l,n,n,0,1,4.115
65,u,z,m,0,0,4.497
65,u,u,m,1,1,4.127
65,g,c,n,0,1,3.997
65,e,f,n,0,1,4.187
65,o,n,m,0,0,4.602
65,v,n,n,0,1,4.181
65,v,f,n,0,1,4.179
65,g,v,n,0,1,3.535
65,p,p,m,1,1,4.565
65,h,h,n,1,0,4.774
65,o,q,n,0,1,4.32
65,b,b,n,1,0,3.982
65,i,i,m,1,1,5.766
65,a,x,n,0,1,3.283
66,q,q,m,1,1,3.14
66,i,m,n,0,1,2.755
66,g,g,m,1,1,2.987
66,w,y,m,0,0,4.252
66,a,a,m,1,1,4.109
66,k,k,m,1,1,3.627
66,p,a,n,0,1,3.184
66,s,s,n,1,0,4.489
66,m,p,n,0,1,3.795
66,c,c,m,1,1,4.052
66,y,r,m,0,0,6.036
66,b,b,m,1,1,4.072
66,d,d,m,1,1,4.422
66,x,l,n,0,1,5.278
66,l,f,n,0,1,3.811
66,l,e,n,0,1,3.3
66,x,q,n,0,1,4.107
66,h,n,n,0,1,4.486
66,z,z,m,1,1,4.392
66,b,b,m,1,1,3.996
66,t,t,m,1,1,4.638
66,h,q,m,0,0,6.686
66,o,p,n,0,1,6.832
66,g,g,m,1,1,4.86
66,e,p,n,0,1,4.164
66,u,y,n,0,1,4.796
66,h,h,n,1,0,6.3
66,r,q,m,0,0,3.795
66,w,c,n,0,1,4.14
66,n,f,n,0,1,5.587
66,p,g,n,0,1,6.869
66,g,f,m,0,0,4.94
66,v,t,n,0,1,6.171
66,p,p,m,1,1,5.083
66,o,q,n,0,1,5.251
66,c,c,m,1,1,3.403
66,u,u,m,1,1,4.437
66,o,o,m,1,1,4.779
66,r,p,m,0,0,7.135
66,w,w,m,1,1,5.941
66,f,f,m,1,1,5.159
66,a,l,n,0,1,4.422
66,e,d,m,0,0,4.017
66,r,r,m,1,1,3.675
66,q,q,m,1,1,3.515
66,v,v,m,1,1,4.004
66,w,q,n,0,1,4.427
66,k,k,m,1,1,4.435
66,b,m,n,0,1,3.937
66,o,l,n,0,1,4.787
66,a,a,m,1,1,3.1
66,h,h,m,1,1,3.939
66,w,w,m,1,1,7.006
66,i,i,m,1,1,3.626
66,n,l,m,0,0,2.986
66,e,e,m,1,1,2.819
66,b,b,m,1,1,3.083
66,u,i,n,0,1,2.884
66,y,z,m,0,0,3.479
66,p,p,m,1,1,5.004
66,r,r,m,1,1,3.379
66,j,j,m,1,1,3.348
66,y,y,n,1,0,5.697
66,r,b,n,0,1,4.249
66,t,t,n,1,0,3.387
66,s,s,m,1,1,3.255
66,h,k,n,0,1,2.776
66,m,m,m,1,1,5.27
66,m,m,n,1,0,7.612
66,q,t,n,0,1,6.331
66,w,w,m,1,1,4.868
66,k,u,m,0,0,4.221
66,m,m,m,1,1,5.107
66,f,z,n,0,1,5.563
66,d,x,n,0,1,3.915
66,s,s,m,1,1,5.148
66,h,h,m,1,1,4.311
66,e,c,m,0,0,4.705
66,u,u,m,1,1,5.425
66,x,s,n,0,1,4.708
66,j,f,n,0,1,4.075
66,m,g,n,0,1,3.612
66,f,s,n,0,1,3.844
66,e,s,n,0,1,5.404
66,b,x,n,0,1,2.966
66,b,b,m,1,1,3.713
66,h,l,m,0,0,2.971
66,r,r,n,1,0,4.208
66,n,a,n,0,1,3.297
66,j,j,m,1,1,6.281
66,x,b,n,0,1,2.838
66,e,e,m,1,1,5.988
66,o,o,m,1,1,4.378
66,k,v,m,0,0,2.725
66,w,i,n,0,1,4.528
66,y,t,m,0,0,4.326
66,v,n,n,0,1,4.443
66,n,s,n,0,1,4.441
66,y,y,m,1,1,3.632
66,z,l,n,0,1,3.98
66,i,j,n,0,1,4.851
66,r,r,m,1,1,4.028
66,z,z,n,1,0,4.507
66,f,a,n,0,1,3.547
66,k,b,n,0,1,3.905
66,z,t,n,0,1,3.828
66,b,f,n,0,1,3.435
66,i,h,m,0,0,3.329
66,c,a,m,0,0,5.956
66,v,v,m,1,1,3.835
66,g,i,n,0,1,3.659
66,t,t,m,1,1,3.708
66,t,a,n,0,1,3.224
66,w,d,m,0,0,4.051
66,f,f,m,1,1,3.108
66,z,z,m,1,1,3.394
66,v,v,m,1,1,2.365
66,d,d,m,1,1,4.076
66,k,f,n,0,1,3.152
66,e,a,n,0,1,3.14
66,r,l,n,0,1,3.411
66,h,b,n,0,1,4.012
66,i,i,m,1,1,4.171
66,x,d,n,0,1,3.371
66,i,i,m,1,1,4.924
66,b,r,n,0,1,3.214
66,o,t,n,0,1,4.033
66,c,c,m,1,1,3.415
66,q,q,m,1,1,3.579
66,d,d,m,1,1,2.865
66,e,e,m,1,1,2.71
66,m,e,n,0,1,3.371
66,r,a,n,0,1,3.174
66,a,i,n,0,1,2.934
66,k,q,n,0,1,3.094
66,s,n,n,0,1,3.311
66,p,p,n,1,0,3.355
66,a,a,m,1,1,2.469
66,t,t,m,1,1,4.076
66,n,y,m,0,0,5.469
66,h,h,m,1,1,4.298
66,c,c,m,1,1,4.196
66,e,h,n,0,1,3.451
66,x,n,m,0,0,3.179
66,b,u,n,0,1,3.116
66,p,p,m,1,1,5.856
66,u,m,m,0,0,4.502
66,o,o,m,1,1,3.011
66,n,n,m,1,1,3.688
66,a,a,m,1,1,3.731
66,u,t,n,0,1,3.588
66,u,u,m,1,1,4.023
66,c,q,n,0,1,3.467
66,x,x,n,1,0,4.276
66,x,x,m,1,1,3.971
66,m,m,m,1,1,5.222
66,w,w,m,1,1,4.724
66,e,e,m,1,1,2.899
66,i,i,m,1,1,3.663
66,r,z,m,0,0,4.679
66,k,l,n,0,1,3.924
66,x,j,n,0,1,3.336
66,g,g,m,1,1,4.663
66,w,s,m,0,0,2.588
66,g,g,m,1,1,4.561
66,b,k,n,0,1,2.267
66,l,m,n,0,1,3.483
66,a,a,m,1,1,2.135
66,r,r,m,1,1,4.395
66,b,z,n,0,1,2.58
66,f,f,m,1,1,2.814
66,n,n,n,1,0,2.564
66,z,z,m,1,1,3.187
66,p,r,m,0,0,3.26
66,r,x,n,0,1,4.076
66,l,z,n,0,1,3.187
66,c,c,m,1,1,2.388
66,l,l,m,1,1,3.636
66,k,k,m,1,1,2.872
66,o,o,m,1,1,3.776
66,k,k,m,1,1,3.486
66,m,m,m,1,1,3.264
66,c,p,n,0,1,2.636
66,l,l,m,1,1,2.642
66,s,r,n,0,1,2.715
66,c,j,n,0,1,2.574
66,a,f,n,0,1,2.433
66,c,u,n,0,1,2.275
66,f,f,m,1,1,3.739
66,t,l,n,0,1,4.58
66,s,e,n,0,1,2.948
66,o,o,m,1,1,4.227
66,u,u,m,1,1,4.004
66,b,c,n,0,1,3.364
66,a,k,n,0,1,2.509
66,s,i,m,0,0,3.74
66,h,c,m,0,0,3.473
66,v,v,m,1,1,3.559
66,h,i,n,0,1,3.625
66,x,x,n,1,0,5.154
66,t,k,n,0,1,3.156
66,y,a,n,0,1,4.078
66,p,p,m,1,1,5.118
66,q,q,m,1,1,3.724
66,s,s,m,1,1,3.756
66,c,z,n,0,1,3.073
66,t,b,n,0,1,4.719
66,c,d,n,0,1,2.779
66,b,b,m,1,1,2.324
66,n,r,n,0,1,2.737
66,t,h,m,0,0,4.589
66,e,e,m,1,1,2.964
66,d,d,m,1,1,4.348
66,w,w,n,1,0,3.884
66,i,l,n,0,1,3.06
66,s,j,n,0,1,3.233
66,l,l,m,1,1,3.235
66,x,x,n,1,0,3.4
66,j,j,m,1,1,2.332
66,k,k,m,1,1,3.793
66,y,y,m,1,1,3.068
66,c,b,n,0,1,3.548
66,q,a,n,0,1,4.998
66,e,b,n,0,1,3.235
66,l,u,n,0,1,3.617
66,t,t,m,1,1,3.404
66,j,j,m,1,1,3.531
66,n,n,n,1,0,2.498
66,v,v,n,1,0,5.039
66,t,y,n,0,1,3.72
66,h,j,n,0,1,4.011
66,l,l,m,1,1,4.116
66,y,y,m,1,1,4.225
66,x,x,m,1,1,4.84
66,d,d,m,1,1,2.21
66,j,r,n,0,1,3.644
66,r,u,n,0,1,3.723
66,x,w,n,0,1,3.5
66,e,n,n,0,1,3.433
66,n,n,n,1,0,4.081
66,g,k,n,0,1,3.667
66,n,n,m,1,1,4.259
66,l,l,m,1,1,3.116
66,u,u,m,1,1,4.651
66,f,f,m,1,1,3.649
66,s,s,m,1,1,5.604
66,q,q,n,1,0,3.952
66,u,h,n,0,1,3.041
66,y,y,m,1,1,4.219
66,e,x,n,0,1,3.629
66,k,y,n,0,1,3.629
66,c,s,n,0,1,3.121
66,j,j,m,1,1,4.772
66,g,g,m,1,1,3.78
66,f,v,n,0,1,2.844
66,d,r,n,0,1,2.225
66,i,i,m,1,1,2.71
66,i,g,n,0,1,3.03
66,h,h,m,1,1,5.603
67,z,z,n,1,0,4.119
67,o,j,n,0,1,4.152
67,t,t,n,1,0,4.347
67,f,w,m,0,0,3.996
67,x,x,n,1,0,3.339
67,h,y,n,0,1,3.499
67,u,k,m,0,0,3.995
67,w,w,m,1,1,3.778
67,y,s,n,0,1,3.491
67,a,a,m,1,1,3.347
67,e,j,n,0,1,2.955
67,s,m,n,0,1,4.004
67,v,p,n,0,1,5.724
67,q,e,n,0,1,3.712
67,c,c,m,1,1,2.935
67,g,r,m,0,0,4.973
67,p,i,n,0,1,3.379
67,l,l,m,1,1,2.811
67,m,m,m,1,1,3.678
67,l,s,n,0,1,3.179
67,g,z,n,0,1,3.555
67,q,j,n,0,1,3.629
67,z,v,n,0,1,3.627
67,p,p,m,1,1,3.134
67,o,o,n,1,0,4.283
67,p,o,m,0,0,3.466
67,a,r,n,0,1,3.139
67,d,d,m,1,1,3.355
67,x,g,n,0,1,3.811
67,b,g,n,0,1,3.211
67,t,z,m,0,0,3.363
67,l,r,n,0,1,3.912
67,h,a,n,0,1,3.408
67,l,j,n,0,1,3.469
67,h,h,m,1,1,3.483
67,u,q,n,0,1,3.947
67,j,j,m,1,1,3.034
67,r,r,m,1,1,3.173
67,u,u,m,1,1,3.511
67,v,z,m,0,0,3.624
67,l,h,m,0,0,3.63
67,t,r,m,0,0,3.627
67,e,e,m,1,1,3.621
67,l,p,m,0,0,3.627
67,q,i,n,0,1,3.628
67,w,w,m,1,1,3.626
67,e,e,n,1,0,4.692
67,f,f,m,1,1,3.759
67,c,e,m,0,0,2.78
67,x,x,n,1,0,3.484
67,k,k,m,1,1,3.763
67,y,y,m,1,1,2.795
67,n,n,m,1,1,3.635
67,r,r,m,1,1,3.183
67,m,m,m,1,1,3.075
67,i,s,n,0,1,3.867
67,f,f,m,1,1,3.53
67,y,o,m,0,0,3.315
67,b,b,m,1,1,3.18
67,j,j,m,1,1,2.995
67,s,s,m,1,1,3.411
67,s,l,m,0,0,3.531
67,w,f,m,0,0,2.787
67,t,m,m,0,0,3.595
67,w,w,m,1,1,3.785
67,c,c,m,1,1,2.722
67,m,m,m,1,1,2.813
67,y,x,m,0,0,3.443
67,d,d,m,1,1,3.848
67,h,t,n,0,1,3.868
67,c,c,m,1,1,2.802
67,b,b,n,1,0,3.647
67,s,h,n,0,1,4.225
67,q,q,m,1,1,3.534
67,n,n,m,1,1,3.164
67,d,t,n,0,1,3.572
67,j,u,n,0,1,3.891
67,u,u,m,1,1,3.195
67,o,s,m,0,0,5.195
67,v,o,n,0,1,3.875
67,g,j,m,0,0,4.147
67,y,g,m,0,0,4.588
67,o,v,m,0,0,4.585
67,o,o,m,1,1,3.652
67,b,v,m,0,0,3.157
67,w,b,n,0,1,3.933
67,a,a,m,1,1,3.331
67,b,y,n,0,1,2.901
67,i,q,n,0,1,3.411
67,r,r,n,1,0,3.155
67,j,j,m,1,1,3.283
67,x,x,m,1,1,3.684
67,o,c,n,0,1,3.533
67,c,c,m,1,1,4.059
67,w,w,m,1,1,4.115
67,p,m,m,0,0,2.915
67,f,j,n,0,1,3.835
67,x,x,m,1,1,3.787
67,h,u,n,0,1,3.58
67,b,b,m,1,1,3.02
67,q,r,n,0,1,3.651
67,v,v,m,1,1,3.366
67,y,w,n,0,1,3.035
67,i,b,n,0,1,3.541
67,a,a,m,1,1,2.567
67,y,j,n,0,1,3.667
67,f,c,n,0,1,3.028
67,s,k,n,0,1,3.43
67,n,o,m,0,0,3.706
67,u,u,m,1,1,4.035
67,y,y,n,1,0,4.203
67,g,q,n,0,1,3.3
67,s,y,m,0,0,3.575
67,g,g,m,1,1,3.128
67,p,p,m,1,1,4.308
67,m,q,n,0,1,3.682
67,q,q,m,1,1,3.931
67,h,r,m,0,0,3.951
67,k,t,n,0,1,3.059
67,k,z,n,0,1,2.674
67,y,e,n,0,1,3.053
67,b,b,m,1,1,2.643
67,t,t,m,1,1,3.37
67,x,t,m,0,0,3.436
67,y,y,m,1,1,5.622
67,l,l,m,1,1,6.836
67,s,z,n,0,1,3.915
67,l,l,m,1,1,2.868
67,v,v,m,1,1,3.355
67,z,c,n,0,1,3.051
67,d,d,n,1,0,4.069
67,q,b,n,0,1,2.607
67,n,n,m,1,1,3.523
67,h,h,n,1,0,3.431
67,u,u,m,1,1,4.959
67,k,k,m,1,1,4.234
67,j,m,n,0,1,2.619
67,h,h,m,1,1,2.947
67,f,l,n,0,1,2.715
67,l,a,n,0,1,2.696
67,y,h,m,0,0,3.051
67,h,h,m,1,1,6.243
67,a,a,m,1,1,2.171
67,n,u,m,0,0,3.132
67,p,b,n,0,1,2.933
67,p,p,m,1,1,3.306
67,q,s,m,0,0,5.139
67,q,q,m,1,1,3.628
67,s,f,m,0,0,3.62
67,t,e,n,0,1,3.628
67,m,m,m,1,1,3.622
67,k,i,n,0,1,5.954
67,s,s,m,1,1,3.623
67,v,v,m,1,1,3.297
67,x,x,m,1,1,3.131
67,u,d,n,0,1,4.06
67,h,h,m,1,1,2.995
67,s,a,n,0,1,2.979
67,k,k,n,1,0,3.107
67,m,v,m,0,0,4.176
67,j,j,n,1,0,3.114
67,t,t,m,1,1,3.439
67,r,r,m,1,1,3.985
67,u,e,n,0,1,3.515
67,w,w,m,1,1,3.375
67,z,f,m,0,0,3.626
67,y,y,m,1,1,3.682
67,c,i,m,0,0,3.003
67,n,n,m,1,1,3.428
67,v,y,n,0,1,3.067
67,l,l,m,1,1,3.235
67,s,s,m,1,1,3.291
67,e,i,m,0,0,3.338
67,z,p,m,0,0,3.197
67,l,k,n,0,1,2.988
67,r,j,n,0,1,3.607
67,o,o,m,1,1,3.648
67,b,q,n,0,1,3.259
67,g,g,m,1,1,3.684
67,t,v,n,0,1,3.427
67,q,w,m,0,0,3.339
67,y,u,m,0,0,3.179
67,l,l,m,1,1,2.842
67,t,t,m,1,1,3.339
67,g,g,m,1,1,4.083
67,a,q,n,0,1,3.043
67,z,z,m,1,1,3.015
67,d,f,m,0,0,3.114
67,l,y,n,0,1,2.881
67,f,f,m,1,1,3.331
67,v,v,m,1,1,2.895
67,j,j,m,1,1,2.269
67,n,e,n,0,1,2.606
67,f,f,m,1,1,2.701
67,q,v,m,0,0,2.643
67,t,t,n,1,0,3.629
67,c,c,m,1,1,2.303
67,g,g,m,1,1,2.445
67,m,m,m,1,1,2.341
67,b,t,n,0,1,2.754
67,k,j,n,0,1,2.717
67,i,i,m,1,1,2.519
67,u,u,m,1,1,2.418
67,f,f,m,1,1,2.113
67,r,c,n,0,1,2.36
67,d,d,m,1,1,2.394
67,e,e,m,1,1,2.317
67,b,b,m,1,1,2.203
67,a,a,m,1,1,1.799
67,q,q,m,1,1,1.963
67,i,i,m,1,1,2.246
67,b,n,n,0,1,2.053
67,z,z,m,1,1,2.468
67,u,p,m,0,0,2.307
67,g,g,m,1,1,2.211
67,p,p,m,1,1,2.419
67,v,c,n,0,1,2.523
67,a,o,n,0,1,2.089
67,x,z,m,0,0,2.939
67,i,i,n,1,0,2.019
67,b,i,n,0,1,2.259
67,o,o,m,1,1,3.364
67,o,o,m,1,1,2.352
67,e,e,m,1,1,1.899
67,l,c,m,0,0,2.488
67,u,z,m,0,0,2.974
67,h,x,n,0,1,2.339
67,a,w,n,0,1,2.287
67,n,n,m,1,1,2.755
67,r,k,n,0,1,2.083
67,p,t,m,0,0,2.923
67,y,y,m,1,1,2.547
67,h,g,m,0,0,3.259
67,z,z,m,1,1,2.363
67,j,z,n,0,1,2.715
67,z,z,m,1,1,2.243
67,r,f,n,0,1,3.235
67,d,w,m,0,0,3.027
67,z,h,n,0,1,3.643
67,q,q,m,1,1,2.782
67,p,p,m,1,1,2.728
67,v,v,m,1,1,2.583
67,i,i,m,1,1,1.926
67,s,q,n,0,1,2.524
67,t,q,m,0,0,2.315
67,r,r,m,1,1,2.371
67,t,j,n,0,1,2.71
67,f,n,n,0,1,3.347
67,k,k,m,1,1,2.843
67,d,d,m,1,1,3.107
67,k,k,m,1,1,2.483
67,q,x,m,0,0,2.747
67,s,s,m,1,1,2.211
67,x,y,m,0,0,2.547
67,s,s,m,1,1,2.154
67,i,i,m,1,1,2.526
67,c,g,n,0,1,2.378
67,n,m,m,0,0,2.255
67,e,e,m,1,1,2.9
67,d,g,n,0,1,2.662
68,h,h,m,1,1,4.473
68,x,x,n,1,0,7.916
68,a,p,n,0,1,2.26
68,s,x,m,0,0,5.06
68,k,k,m,1,1,2.26
68,z,e,n,0,1,2.139
68,h,e,m,0,0,6.098
68,p,x,n,0,1,2.435
68,i,d,n,0,1,5.696
68,i,i,n,1,0,4.153
68,n,c,n,0,1,3.307
68,p,f,n,0,1,4.721
68,o,o,m,1,1,3.265
68,u,x,n,0,1,7.129
68,r,r,m,1,1,4.745
68,a,a,m,1,1,4.177
68,z,z,m,1,1,2.687
68,g,y,n,0,1,1.755
68,a,g,n,0,1,1.671
68,r,d,m,0,0,3.222
68,i,k,m,0,0,4.18
68,r,r,m,1,1,3.476
68,q,k,n,0,1,2.588
68,k,a,n,0,1,2.317
68,g,m,n,0,1,2.825
68,o,z,m,0,0,3.124
68,c,h,n,0,1,2.262
68,k,s,n,0,1,3.423
68,z,z,m,1,1,3.117
68,n,n,m,1,1,3.756
68,r,i,n,0,1,2.476
68,m,z,n,0,1,3.804
68,j,v,n,0,1,3.505
68,t,c,n,0,1,2.732
68,m,r,n,0,1,1.914
68,d,m,n,0,1,3.627
68,v,b,n,0,1,3.859
68,s,t,n,0,1,5.286
68,u,u,n,1,0,4.191
68,u,f,n,0,1,2.788
68,x,x,n,1,0,2.014
68,e,e,m,1,1,4.121
68,p,p,m,1,1,3.284
68,n,q,n,0,1,3.686
68,u,u,m,1,1,2.205
68,t,t,n,1,0,2.937
68,w,w,m,1,1,3.209
68,z,z,n,1,0,4.993
68,w,w,m,1,1,6.108
68,d,d,n,1,0,2.364
68,c,c,m,1,1,1.675
68,z,r,m,0,0,5.516
68,c,c,m,1,1,2.692
68,x,i,n,0,1,4.025
68,s,s,n,1,0,2.873
68,d,d,m,1,1,4.731
68,a,a,m,1,1,1.993
68,j,j,m,1,1,3.643
68,h,d,m,0,0,2.049
68,u,j,n,0,1,2.529
68,b,j,n,0,1,5.893
68,k,k,n,1,0,4.236
68,u,u,m,1,1,3.292
68,q,q,m,1,1,4.892
68,e,e,m,1,1,3.427
68,j,j,m,1,1,7.677
68,y,p,n,0,1,6.124
68,p,p,n,1,0,7.428
68,k,k,m,1,1,4.708
68,v,g,n,0,1,4.771
68,o,o,m,1,1,6.252
68,y,y,m,1,1,3.668
68,p,p,m,1,1,7.062
68,g,a,n,0,1,2.229
68,b,b,m,1,1,3.344
68,b,w,n,0,1,2.537
68,l,l,n,1,0,6.193
68,a,a,m,1,1,3.132
68,h,w,n,0,1,4.5
68,e,v,n,0,1,2.212
68,u,u,m,1,1,9.428
68,l,i,n,0,1,2.86
68,o,g,m,0,0,4.259
68,s,c,n,0,1,2.251
68,s,s,m,1,1,3.78
68,g,t,n,0,1,2.089
68,v,v,m,1,1,2.696
68,v,v,m,1,1,2.807
68,n,n,n,1,0,3.983
68,m,m,m,1,1,4.031
68,b,b,m,1,1,2.134
68,g,g,m,1,1,2.084
68,f,f,m,1,1,6.669
68,q,f,m,0,0,2.618
68,i,i,m,1,1,5.924
68,t,t,n,1,0,3.485
68,j,l,n,0,1,1.548
68,f,m,n,0,1,1.692
68,j,j,n,1,0,3.247
68,o,y,m,0,0,2.245
68,c,c,m,1,1,1.597
68,e,e,m,1,1,1.49
68,t,t,n,1,0,3.401
68,r,r,m,1,1,2.092
68,v,j,m,0,0,4.372
68,v,v,m,1,1,2.901
68,z,j,n,0,1,3.555
68,f,y,n,0,1,3.332
68,x,x,m,1,1,3.18
68,z,z,m,1,1,3.35
68,v,d,n,0,1,2.617
68,j,x,n,0,1,3.004
68,b,b,m,1,1,2.236
68,t,p,m,0,0,2.988
68,g,g,m,1,1,2.796
68,t,u,n,0,1,2.582
68,l,l,m,1,1,2.764
68,j,k,n,0,1,2.212
68,t,t,m,1,1,2.444
68,x,c,n,0,1,2.58
68,u,b,n,0,1,2.196
68,p,h,n,0,1,6.972
68,f,i,m,0,0,5.838
68,p,k,n,0,1,2.739
68,a,a,m,1,1,1.9
68,o,o,m,1,1,2.043
68,d,d,m,1,1,2.125
68,u,u,m,1,1,1.606
68,q,o,n,0,1,4.868
68,j,w,n,0,1,1.662
68,m,m,m,1,1,2.516
68,w,n,n,0,1,5.421
68,v,q,n,0,1,4.369
68,d,i,n,0,1,4.971
68,x,x,m,1,1,2.993
68,a,v,n,0,1,1.956
68,k,m,n,0,1,4.437
68,a,u,n,0,1,2.164
68,d,d,m,1,1,2.924
68,x,v,n,0,1,2.028
68,k,k,m,1,1,1.927
68,d,n,n,0,1,2.632
68,s,o,m,0,0,4.044
68,g,g,m,1,1,1.88
68,e,f,n,0,1,1.665
68,i,y,n,0,1,1.476
68,v,v,m,1,1,2.491
68,c,c,m,1,1,3.236
68,i,i,m,1,1,2.444
68,v,v,m,1,1,2.409
68,s,s,m,1,1,2.555
68,x,x,m,1,1,2.636
68,g,d,m,0,0,2.152
68,i,u,n,0,1,1.918
68,c,l,n,0,1,1.448
68,p,d,n,0,1,2.177
68,d,q,n,0,1,1.565
68,m,b,n,0,1,2.332
68,m,m,m,1,1,1.7
68,h,h,m,1,1,2.615
68,j,s,n,0,1,2.961
68,i,i,m,1,1,1.569
68,i,i,m,1,1,1.711
68,d,z,n,0,1,1.972
68,d,j,m,0,0,2.007
68,o,k,m,0,0,2.702
68,f,x,n,0,1,2.268
68,b,b,m,1,1,3.052
68,r,v,m,0,0,4.58
68,n,n,m,1,1,2.768
68,q,q,m,1,1,2.171
68,j,a,n,0,1,3.323
68,y,y,m,1,1,2.6
68,f,f,m,1,1,3.176
68,w,w,m,1,1,3.629
68,y,y,n,1,0,5.952
68,p,l,n,0,1,5.523
68,u,a,n,0,1,3.195
68,f,f,m,1,1,7.091
68,j,j,m,1,1,5.68
68,c,c,m,1,1,6.231
68,o,f,n,0,1,4.861
68,l,l,m,1,1,2.667
68,b,o,n,0,1,2.225
68,w,w,m,1,1,4.495
68,d,d,m,1,1,3.631
68,y,y,m,1,1,8.295
68,f,f,m,1,1,3.876
68,h,h,m,1,1,3.365
68,z,m,n,0,1,3.97
68,a,a,m,1,1,1.745
68,v,k,n,0,1,5.176
68,o,o,m,1,1,3.117
68,o,x,m,0,0,2.949
68,c,f,n,0,1,2.497
68,s,s,m,1,1,5.124
68,z,w,n,0,1,2.881
68,g,g,m,1,1,3.508
68,z,i,n,0,1,2.462
68,p,v,m,0,0,3.164
68,j,y,n,0,1,3.38
68,r,r,m,1,1,2.857
68,e,y,n,0,1,2.356
68,p,p,n,1,0,3.06
68,h,h,m,1,1,1.676
68,e,e,m,1,1,1.831
68,w,g,m,0,0,2.58
68,a,y,n,0,1,1.585
68,o,w,n,0,1,5.038
68,j,j,m,1,1,3.249
68,t,t,m,1,1,4.276
68,b,b,m,1,1,3.358
68,e,e,m,1,1,1.929
68,s,s,m,1,1,2.403
68,k,k,m,1,1,1.904
68,p,u,n,0,1,2.304
68,m,x,n,0,1,3.491
68,t,g,n,0,1,5.091
68,n,n,m,1,1,6.66
68,y,l,n,0,1,3.163
68,h,h,m,1,1,3.374
68,m,m,m,1,1,2.884
68,p,j,n,0,1,3.467
68,p,p,n,1,0,2.996
68,k,w,n,0,1,2.075
68,n,b,n,0,1,3.307
68,d,k,n,0,1,3.515
68,o,m,n,0,1,2.804
68,x,k,n,0,1,5.638
